link_id,length,link_name,DIR,FROM_NODE,TO_NODE,AB_CAPACIT,BA_CAPACIT,AB_FFT,BA_FFT,toll_ab,toll_ba,ALPHA,BETA,dir_name_ab,dir_name_ba,is_core
84552,0.3183,兴港大道,1,1,10078,999999,999999,0.191,0.191,,,0.7,4.5,南向北,,0
84551,0.3943,东雷高速,1,2,10085,999999,999999,0.2366,0.2366,,,0.7,4.5,西向东,,0
84568,0.3916,湖光快线延长线,1,4,11413,999999,999999,0.235,0.235,,,0.7,4.5,南向北,,0
84571,1.0783,,0,5,13789,999999,999999,0.647,0.647,,,0.7,4.5,西向东,东向西,0
84577,0.8301,,0,6,11411,999999,999999,0.498,0.498,,,0.7,4.5,西向东,东向西,0
84578,0.8333,,0,6,11415,999999,999999,0.5,0.5,,,0.7,4.5,西向东,东向西,0
84581,0.5373,,0,7,13710,999999,999999,0.3224,0.3224,,,0.7,4.5,北向南,南向北,0
84582,0.5329,,0,7,13713,999999,999999,0.3197,0.3197,,,0.7,4.5,北向南,南向北,0
84580,0.1648,,0,8,13724,999999,999999,0.0989,0.0989,,,0.7,4.5,西向东,东向西,0
84579,0.1635,,0,8,13791,999999,999999,0.0981,0.0981,,,0.7,4.5,西向东,东向西,0
84546,3.5843,,0,9,14445,999999,999999,2.1506,2.1506,,,0.7,4.5,北向南,南向北,0
84547,3.3953,,0,9,14448,999999,999999,2.0372,2.0372,,,0.7,4.5,北向南,南向北,0
84548,2.8086,,0,9,14603,999999,999999,1.6852,1.6852,,,0.7,4.5,西向东,东向西,0
84543,3.4281,,0,10,17117,999999,999999,2.0568,2.0568,,,0.7,4.5,北向南,南向北,0
84588,1.9405,,0,13,27422,999999,999999,1.1643,1.1643,,,0.7,4.5,北向南,南向北,0
84587,2.054,,0,14,26943,999999,999999,1.2324,1.2324,,,0.7,4.5,北向南,南向北,0
61114,0.4932,,0,1101,10671,999999,999999,1.9728,1.9728,,,100,10,西向东,东向西,1
61115,0.2059,,0,1101,16948,999999,999999,0.8238,0.8238,,,100,10,东向西,西向东,1
61116,0.7134,,0,1101,17033,999999,999999,2.8536,2.8536,,,100,10,北向南,南向北,1
61117,0.3872,,0,1102,16942,999999,999999,1.5488,1.5488,,,100,10,南向北,北向南,1
61119,0.3747,,0,1102,16947,999999,999999,1.4989,1.4989,,,100,10,西向东,东向西,1
61118,0.4132,,0,1102,16961,999999,999999,1.6526,1.6526,,,100,10,东向西,西向东,1
61122,0.425,,0,1103,13875,999999,999999,1.7002,1.7002,,,100,10,西向东,东向西,1
61120,0.3148,,0,1103,16960,999999,999999,1.2593,1.2593,,,100,10,南向北,北向南,1
61121,0.327,,0,1103,16990,999999,999999,1.3081,1.3081,,,100,10,东向西,西向东,1
61125,0.3673,,0,1104,13866,999999,999999,1.4693,1.4693,,,100,10,北向南,南向北,1
61124,0.2888,,0,1104,16968,999999,999999,1.1554,1.1554,,,100,10,东向西,西向东,1
61123,0.3087,,0,1104,16969,999999,999999,1.2347,1.2347,,,100,10,南向北,北向南,1
61160,0.3452,,0,1105,10771,999999,999999,1.3807,1.3807,,,100,10,北向南,南向北,1
61159,0.2628,,0,1105,24260,999999,999999,1.0513,1.0513,,,100,10,西向东,东向西,1
61161,0.2959,,0,1105,24262,999999,999999,1.1834,1.1834,,,100,10,西向东,东向西,1
61164,0.3209,,0,1106,17032,999999,999999,1.2836,1.2836,,,100,10,西向东,东向西,1
61163,0.3583,,0,1106,17033,999999,999999,1.433,1.433,,,100,10,东向西,西向东,1
61162,0.1853,,0,1106,17034,999999,999999,0.7412,0.7412,,,100,10,南向北,北向南,1
61167,0.4598,,0,1107,13833,999999,999999,1.8392,1.8392,,,100,10,北向南,南向北,1
61165,0.3458,,0,1107,17035,999999,999999,1.3833,1.3833,,,100,10,西向东,东向西,1
61166,0.3233,,0,1107,17038,999999,999999,1.2933,1.2933,,,100,10,东向西,西向东,1
61169,0.2905,,0,1108,13801,999999,999999,1.1622,1.1622,,,100,10,东向西,西向东,1
61168,0.2343,,0,1108,13867,999999,999999,0.9374,0.9374,,,100,10,西向东,东向西,1
61170,0.5138,,0,1108,13930,999999,999999,2.0553,2.0553,,,100,10,西向东,东向西,1
61230,0.2399,,0,1109,10810,999999,999999,0.9596,0.9596,,,100,10,西向东,东向西,1
61231,0.2063,,0,1109,10953,999999,999999,0.8251,0.8251,,,100,10,东向西,西向东,1
61232,0.4325,,0,1109,16723,999999,999999,1.7298,1.7298,,,100,10,北向南,南向北,1
61234,0.2423,,0,1110,10810,999999,999999,0.9693,0.9693,,,100,10,东向西,西向东,1
61233,0.4158,,0,1110,10952,999999,999999,1.663,1.663,,,100,10,东向西,西向东,1
61235,0.1295,,0,1110,21905,999999,999999,0.5181,0.5181,,,100,10,南向北,北向南,1
61236,0.1415,,0,1111,21906,999999,999999,0.5661,0.5661,,,100,10,南向北,北向南,1
61237,0.1929,,0,1111,21907,999999,999999,0.7718,0.7718,,,100,10,东向西,西向东,1
61238,0.2688,,0,1111,23316,999999,999999,1.0751,1.0751,,,100,10,北向南,南向北,1
61240,0.3461,,0,1112,10811,999999,999999,1.3844,1.3844,,,100,10,东向西,西向东,1
61241,0.3738,,0,1112,10899,999999,999999,1.495,1.495,,,100,10,北向南,南向北,1
61239,0.174,,0,1112,23315,999999,999999,0.6959,0.6959,,,100,10,西向东,东向西,1
61916,0.0159,,0,1113,16297,999999,999999,0.0635,0.0635,,,100,10,北向南,南向北,1
61915,0.0361,,0,1113,16306,999999,999999,0.1443,0.1443,,,100,10,东向西,西向东,1
61914,0.0136,,0,1113,16308,999999,999999,0.0544,0.0544,,,100,10,南向北,北向南,1
61920,0.1161,,0,1114,16257,999999,999999,0.4645,0.4645,,,100,10,西向东,东向西,1
61921,0.348,,0,1114,16313,999999,999999,1.3919,1.3919,,,100,10,东向西,西向东,1
61922,0.0871,,0,1114,16322,999999,999999,0.3483,0.3483,,,100,10,西向东,东向西,1
62110,0.479,,0,1115,16947,999999,999999,1.916,1.916,,,100,10,东向西,西向东,1
62109,0.0808,,0,1115,17039,999999,999999,0.3231,0.3231,,,100,10,西向东,东向西,1
62111,0.2421,,0,1115,17041,999999,999999,0.9683,0.9683,,,100,10,北向南,南向北,1
62114,0.056,,0,1116,16695,999999,999999,0.2239,0.2239,,,100,10,西向东,东向西,1
62113,0.1491,,0,1116,16696,999999,999999,0.5964,0.5964,,,100,10,东向西,西向东,1
62112,0.0926,,0,1116,16707,999999,999999,0.3704,0.3704,,,100,10,南向北,北向南,1
62117,0.3033,,0,1117,10953,999999,999999,1.2131,1.2131,,,100,10,西向东,东向西,1
62115,0.3374,,0,1117,13873,999999,999999,1.3497,1.3497,,,100,10,南向北,北向南,1
62116,0.2434,,0,1117,16733,999999,999999,0.9736,0.9736,,,100,10,东向西,西向东,1
62121,0.3509,,0,1118,10811,999999,999999,1.4036,1.4036,,,100,10,南向北,北向南,1
62123,0.2338,,0,1118,16651,999999,999999,0.9354,0.9354,,,100,10,北向南,南向北,1
62122,0.3639,,0,1118,16664,999999,999999,1.4554,1.4554,,,100,10,东向西,西向东,1
62128,0.6487,,0,1119,16121,999999,999999,2.5949,2.5949,,,100,10,北向南,南向北,1
62129,0.3718,,0,1119,16665,999999,999999,1.4872,1.4872,,,100,10,北向南,南向北,1
62127,0.3563,,0,1119,16696,999999,999999,1.4252,1.4252,,,100,10,西向东,东向西,1
62131,0.2367,,0,1120,13874,999999,999999,0.9467,0.9467,,,100,10,东向西,西向东,1
62132,0.363,,0,1120,13907,999999,999999,1.4519,1.4519,,,100,10,西向东,东向西,1
62130,0.5014,,0,1120,16947,999999,999999,2.0057,2.0057,,,100,10,南向北,北向南,1
62135,0.2084,,0,1121,10693,999999,999999,0.8336,0.8336,,,100,10,西向东,东向西,1
62133,0.2062,,0,1121,10818,999999,999999,0.8247,0.8247,,,100,10,南向北,北向南,1
62134,0.2288,,0,1121,10819,999999,999999,0.9152,0.9152,,,100,10,东向西,西向东,1
62137,0.2729,,0,1122,16254,999999,999999,1.0915,1.0915,,,100,10,北向南,南向北,1
62138,0.2824,,0,1122,16255,999999,999999,1.1295,1.1295,,,100,10,北向南,南向北,1
62136,0.5071,,0,1122,16338,999999,999999,2.0285,2.0285,,,100,10,南向北,北向南,1
62758,0.7181,,0,1123,24238,999999,999999,2.8723,2.8723,,,100,10,西向东,东向西,1
62760,0.4006,,0,1123,24269,999999,999999,1.6026,1.6026,,,100,10,北向南,南向北,1
62759,0.3132,,0,1123,24292,999999,999999,1.253,1.253,,,100,10,东向西,西向东,1
62763,0.0591,,0,1124,24307,999999,999999,0.2363,0.2363,,,100,10,北向南,南向北,1
62762,0.0352,,0,1124,24308,999999,999999,0.1408,0.1408,,,100,10,东向西,西向东,1
62761,0.0491,,0,1124,24310,999999,999999,0.1963,0.1963,,,100,10,南向北,北向南,1
62764,0.0334,,0,1125,21887,999999,999999,0.1336,0.1336,,,100,10,西向东,东向西,1
62766,0.1631,,0,1125,23450,999999,999999,0.6523,0.6523,,,100,10,北向南,南向北,1
62765,0.2906,,0,1125,23477,999999,999999,1.1623,1.1623,,,100,10,东向西,西向东,1
62769,0.0995,,0,1126,21888,999999,999999,0.398,0.398,,,100,10,西向东,东向西,1
62768,0.1833,,0,1126,24304,999999,999999,0.7331,0.7331,,,100,10,东向西,西向东,1
62800,0.6165,,0,1127,13875,999999,999999,2.4661,2.4661,,,100,10,南向北,北向南,1
62801,0.3869,,0,1127,16256,999999,999999,1.5475,1.5475,,,100,10,东向西,西向东,1
62802,0.4836,,0,1127,16257,999999,999999,1.9342,1.9342,,,100,10,北向南,南向北,1
62805,0.178,,0,1128,16076,999999,999999,0.7121,0.7121,,,100,10,西向东,东向西,1
62804,0.2163,,0,1128,16259,999999,999999,0.865,0.865,,,100,10,东向西,西向东,1
62803,0.1885,,0,1128,16331,999999,999999,0.7541,0.7541,,,100,10,西向东,东向西,1
62808,0.6468,,0,1129,16080,999999,999999,2.5872,2.5872,,,100,10,西向东,东向西,1
62806,0.1463,,0,1129,16254,999999,999999,0.5851,0.5851,,,100,10,南向北,北向南,1
62807,0.543,,0,1129,16258,999999,999999,2.1721,2.1721,,,100,10,南向北,北向南,1
62810,0.1215,,0,1130,16109,999999,999999,0.486,0.486,,,100,10,东向西,西向东,1
62811,0.3475,,0,1130,16123,999999,999999,1.3901,1.3901,,,100,10,西向东,东向西,1
62809,0.4099,,0,1130,16259,999999,999999,1.6397,1.6397,,,100,10,西向东,东向西,1
62813,0.4852,,0,1131,16250,999999,999999,1.941,1.941,,,100,10,东向西,西向东,1
62812,0.6283,,0,1131,16258,999999,999999,2.5132,2.5132,,,100,10,南向北,北向南,1
62814,0.2497,,0,1131,16277,999999,999999,0.999,0.999,,,100,10,北向南,南向北,1
61772,0.1367,,0,1132,16110,999999,999999,0.547,0.547,,,100,10,北向南,南向北,1
61770,0.4057,,0,1132,16123,999999,999999,1.6229,1.6229,,,100,10,西向东,东向西,1
61771,0.1583,,0,1132,16165,999999,999999,0.6331,0.6331,,,100,10,北向南,南向北,1
61773,0.0693,,0,1133,16118,999999,999999,0.2773,0.2773,,,100,10,南向北,北向南,1
61775,0.1268,,0,1133,16465,999999,999999,0.5074,0.5074,,,100,10,北向南,南向北,1
61774,0.0856,,0,1133,16466,999999,999999,0.3422,0.3422,,,100,10,东向西,西向东,1
61780,0.0784,,0,1134,16488,999999,999999,0.3136,0.3136,,,100,10,南向北,北向南,1
61781,0.038,,0,1134,16489,999999,999999,0.152,0.152,,,100,10,西向东,东向西,1
61779,0.0502,,0,1134,16490,999999,999999,0.2007,0.2007,,,100,10,西向东,东向西,1
62124,0.2571,,0,1135,16683,999999,999999,1.0284,1.0284,,,100,10,南向北,北向南,1
62125,0.0579,,0,1135,16687,999999,999999,0.2317,0.2317,,,100,10,东向西,西向东,1
62126,0.0381,,0,1135,16689,999999,999999,0.1525,0.1525,,,100,10,北向南,南向北,1
62794,0.2961,,0,1136,16139,999999,999999,1.1844,1.1844,,,100,10,西向东,东向西,1
62795,0.0703,,0,1136,16142,999999,999999,0.2811,0.2811,,,100,10,东向西,西向东,1
62796,0.1615,,0,1136,16143,999999,999999,0.6459,0.6459,,,100,10,北向南,南向北,1
62883,0.3319,,0,1137,16138,999999,999999,1.3274,1.3274,,,100,10,西向东,东向西,1
62885,0.4414,,0,1137,16145,999999,999999,1.7656,1.7656,,,100,10,西向东,东向西,1
62884,0.2931,,0,1137,16166,999999,999999,1.1724,1.1724,,,100,10,东向西,西向东,1
62490,0.3539,,0,1138,22033,999999,999999,1.4158,1.4158,,,100,10,东向西,西向东,1
62492,0.2318,,0,1138,22051,999999,999999,0.9274,0.9274,,,100,10,北向南,南向北,1
62493,0.7437,,0,1139,24207,999999,999999,2.9749,2.9749,,,100,10,南向北,北向南,1
62495,0.7166,,0,1139,24208,999999,999999,2.8663,2.8663,,,100,10,西向东,东向西,1
62494,0.3895,,0,1139,24342,999999,999999,1.5579,1.5579,,,100,10,东向西,西向东,1
62501,0.3945,,0,1140,21876,999999,999999,1.578,1.578,,,100,10,北向南,南向北,1
62499,0.445,,0,1140,24515,999999,999999,1.7799,1.7799,,,100,10,南向北,北向南,1
62500,0.2919,,0,1140,24516,999999,999999,1.1676,1.1676,,,100,10,南向北,北向南,1
84415,0.1875,,0,1141,24506,999999,999999,0.7501,0.7501,,,100,10,东向西,西向东,1
84416,0.2635,,0,1141,24541,999999,999999,1.0539,1.0539,,,100,10,北向南,南向北,1
84417,0.6436,,0,1141,24542,999999,999999,2.5745,2.5745,,,100,10,北向南,南向北,1
84413,0.635,,0,1141,24545,999999,999999,2.5401,2.5401,,,100,10,南向北,北向南,1
62509,0.1696,,0,1142,24131,999999,999999,0.6783,0.6783,,,100,10,东向西,西向东,1
62508,0.1529,,0,1142,24134,999999,999999,0.6117,0.6117,,,100,10,西向东,东向西,1
62510,0.4185,,0,1142,24135,999999,999999,1.6739,1.6739,,,100,10,北向南,南向北,1
62624,0.1495,,0,1143,21879,999999,999999,0.5981,0.5981,,,100,10,西向东,东向西,1
62622,0.187,,0,1143,21880,999999,999999,0.7482,0.7482,,,100,10,南向北,北向南,1
62623,0.4697,,0,1143,21885,999999,999999,1.8787,1.8787,,,100,10,东向西,西向东,1
84419,0.3843,,0,1144,24498,999999,999999,1.5371,1.5371,,,100,10,东向西,西向东,1
84421,0.9504,,0,1144,24502,999999,999999,3.8016,3.8016,,,100,10,北向南,南向北,1
84424,0.3374,,0,1144,24510,999999,999999,1.3494,1.3494,,,100,10,东向西,西向东,1
84422,0.8983,,0,1144,24511,999999,999999,3.5934,3.5934,,,100,10,南向北,北向南,1
62888,0.3316,,0,1145,24104,999999,999999,1.3262,1.3262,,,100,10,北向南,南向北,1
62886,0.2449,,0,1145,24125,999999,999999,0.9796,0.9796,,,100,10,西向东,东向西,1
62887,0.2501,,0,1145,24126,999999,999999,1.0004,1.0004,,,100,10,北向南,南向北,1
62891,0.3786,,0,1146,22034,999999,999999,1.5145,1.5145,,,100,10,东向西,西向东,1
62889,0.3755,,0,1146,24147,999999,999999,1.5019,1.5019,,,100,10,北向南,南向北,1
62914,0.3674,,0,1147,24111,999999,999999,1.4697,1.4697,,,100,10,南向北,北向南,1
81797,0.4539,,0,1147,24119,999999,999999,1.8156,1.8156,,,100,10,西向东,东向西,1
62913,0.0933,,0,1147,24120,999999,999999,0.3734,0.3734,,,100,10,西向东,东向西,1
62918,0.1834,,0,1148,21982,999999,999999,0.7336,0.7336,,,100,10,南向北,北向南,1
62916,0.29,,0,1148,21996,999999,999999,1.1598,1.1598,,,100,10,南向北,北向南,1
62921,0.1513,,0,1149,24101,999999,999999,0.6051,0.6051,,,100,10,西向东,东向西,1
62919,0.4192,,0,1149,24104,999999,999999,1.6766,1.6766,,,100,10,西向东,东向西,1
62920,0.3432,,0,1149,24111,999999,999999,1.373,1.373,,,100,10,北向南,南向北,1
62923,0.2102,,0,1150,24105,999999,999999,0.841,0.841,,,100,10,北向南,南向北,1
62922,0.322,,0,1150,24143,999999,999999,1.2878,1.2878,,,100,10,南向北,北向南,1
62925,0.5196,,0,1151,24103,999999,999999,2.0785,2.0785,,,100,10,南向北,北向南,1
81796,0.1812,,0,1151,24108,999999,999999,0.7249,0.7249,,,100,10,西向东,东向西,1
62926,0.64,,0,1151,24112,999999,999999,2.5599,2.5599,,,100,10,东向西,西向东,1
61243,0.3006,,0,1152,10899,999999,999999,1.2025,1.2025,,,100,10,东向西,西向东,1
61242,0.1473,,0,1152,23306,999999,999999,0.5892,0.5892,,,100,10,西向东,东向西,1
61244,0.0884,,0,1152,23307,999999,999999,0.3536,0.3536,,,100,10,西向东,东向西,1
61251,0.1289,,0,1153,22905,999999,999999,0.5155,0.5155,,,100,10,南向北,北向南,1
61252,0.156,,0,1153,22906,999999,999999,0.6242,0.6242,,,100,10,东向西,西向东,1
61253,0.2421,,0,1153,23233,999999,999999,0.9684,0.9684,,,100,10,西向东,东向西,1
62535,0.0453,,0,1154,23325,999999,999999,0.1811,0.1811,,,100,10,南向北,北向南,1
62536,0.0491,,0,1154,23327,999999,999999,0.1966,0.1966,,,100,10,东向西,西向东,1
62537,0.0539,,0,1154,23335,999999,999999,0.2154,0.2154,,,100,10,西向东,东向西,1
62540,0.0368,,0,1155,22862,999999,999999,0.1471,0.1471,,,100,10,北向南,南向北,1
62539,0.1173,,0,1155,23328,999999,999999,0.4692,0.4692,,,100,10,东向西,西向东,1
62538,0.0649,,0,1155,23329,999999,999999,0.2594,0.2594,,,100,10,南向北,北向南,1
62555,0.043,,0,1156,10801,999999,999999,0.1721,0.1721,,,100,10,北向南,南向北,1
62554,0.1116,,0,1156,10827,999999,999999,0.4463,0.4463,,,100,10,南向北,北向南,1
62553,0.0581,,0,1156,22998,999999,999999,0.2325,0.2325,,,100,10,西向东,东向西,1
62556,0.1892,,0,1157,22964,999999,999999,0.7568,0.7568,,,100,10,南向北,北向南,1
62558,0.0672,,0,1157,23029,999999,999999,0.2689,0.2689,,,100,10,北向南,南向北,1
62557,0.044,,0,1157,23030,999999,999999,0.1761,0.1761,,,100,10,东向西,西向东,1
62616,0.1355,,0,1158,22963,999999,999999,0.5421,0.5421,,,100,10,南向北,北向南,1
62618,0.1516,,0,1158,22965,999999,999999,0.6066,0.6066,,,100,10,北向南,南向北,1
62617,0.1643,,0,1158,23059,999999,999999,0.6574,0.6574,,,100,10,北向南,南向北,1
62779,0.2844,,0,1159,10703,999999,999999,1.1377,1.1377,,,100,10,南向北,北向南,1
62780,0.09,,0,1159,10834,999999,999999,0.3601,0.3601,,,100,10,东向西,西向东,1
62781,0.0662,,0,1159,23040,999999,999999,0.2648,0.2648,,,100,10,北向南,南向北,1
61432,0.2268,,0,1160,22137,999999,999999,0.9073,0.9073,,,100,10,北向南,南向北,1
61431,0.2215,,0,1160,22262,999999,999999,0.8862,0.8862,,,100,10,西向东,东向西,1
61433,0.2326,,0,1160,22263,999999,999999,0.9303,0.9303,,,100,10,西向东,东向西,1
61435,0.485,,0,1161,22078,999999,999999,1.9401,1.9401,,,100,10,南向北,北向南,1
61436,0.1725,,0,1161,22494,999999,999999,0.6898,0.6898,,,100,10,西向东,东向西,1
61434,0.1099,,0,1161,22497,999999,999999,0.4397,0.4397,,,100,10,南向北,北向南,1
61962,0.2543,,0,1162,15911,999999,999999,1.0174,1.0174,,,100,10,北向南,南向北,1
61965,0.5131,,0,1163,15764,999999,999999,2.0524,2.0524,,,100,10,南向北,北向南,1
61966,0.2618,,0,1163,15768,999999,999999,1.0473,1.0473,,,100,10,东向西,西向东,0
61967,0.4438,,0,1163,15927,999999,999999,1.7751,1.7751,,,100,10,西向东,东向西,1
61968,0.1559,,0,1164,10681,999999,999999,0.6235,0.6235,,,100,10,西向东,东向西,1
61970,0.2135,,0,1164,10817,999999,999999,0.8541,0.8541,,,100,10,西向东,东向西,1
61969,0.3421,,0,1164,15898,999999,999999,1.3683,1.3683,,,100,10,东向西,西向东,1
61972,0.161,,0,1165,15761,999999,999999,0.644,0.644,,,100,10,东向西,西向东,1
61971,0.315,,0,1165,15769,999999,999999,1.2601,1.2601,,,100,10,南向北,北向南,1
61973,0.0509,,0,1165,15971,999999,999999,0.2037,0.2037,,,100,10,北向南,南向北,1
61974,0.1018,,0,1166,15957,999999,999999,0.4073,0.4073,,,100,10,西向东,东向西,1
61976,0.254,,0,1166,15958,999999,999999,1.0158,1.0158,,,100,10,北向南,南向北,1
61975,0.2124,,0,1166,15968,999999,999999,0.8494,0.8494,,,100,10,南向北,北向南,1
61978,0.3109,,0,1167,10987,999999,999999,1.2436,1.2436,,,100,10,东向西,西向东,1
61977,0.2615,,0,1167,22187,999999,999999,1.0459,1.0459,,,100,10,南向北,北向南,1
61979,0.3724,,0,1167,22188,999999,999999,1.4897,1.4897,,,100,10,西向东,东向西,1
61980,0.1122,,0,1168,16000,999999,999999,0.4489,0.4489,,,100,10,西向东,东向西,1
61981,0.1675,,0,1168,16006,999999,999999,0.67,0.67,,,100,10,东向西,西向东,1
61982,0.1287,,0,1168,16026,999999,999999,0.5148,0.5148,,,100,10,西向东,东向西,1
61983,0.2075,,0,1169,10725,999999,999999,0.8301,0.8301,,,100,10,西向东,东向西,1
61985,0.0897,,0,1169,10798,999999,999999,0.3589,0.3589,,,100,10,西向东,东向西,1
61984,0.0571,,0,1169,15759,999999,999999,0.2283,0.2283,,,100,10,东向西,西向东,1
61987,0.2121,,0,1170,10725,999999,999999,0.8482,0.8482,,,100,10,东向西,西向东,1
61986,0.2016,,0,1170,22311,999999,999999,0.8064,0.8064,,,100,10,西向东,东向西,1
61988,0.1054,,0,1170,22317,999999,999999,0.4217,0.4217,,,100,10,北向南,南向北,1
61991,0.1951,,0,1171,22132,999999,999999,0.7805,0.7805,,,100,10,西向东,东向西,1
61989,0.1965,,0,1171,22140,999999,999999,0.7861,0.7861,,,100,10,西向东,东向西,1
61990,0.2754,,0,1171,22185,999999,999999,1.1015,1.1015,,,100,10,东向西,西向东,1
61997,0.0417,,0,1172,22102,999999,999999,0.1668,0.1668,,,100,10,西向东,东向西,1
61996,0.1071,,0,1172,22103,999999,999999,0.4285,0.4285,,,100,10,东向西,西向东,1
61995,0.1772,,0,1172,22105,999999,999999,0.7087,0.7087,,,100,10,西向东,东向西,1
83087,0.4638,,0,1173,10640,999999,999999,1.8553,1.8553,,,100,10,西向东,东向西,0
83086,0.4384,,0,1173,15773,999999,999999,1.7534,1.7534,,,100,10,西向东,东向西,0
62545,0.8188,,0,1174,15770,999999,999999,3.2754,3.2754,,,100,10,北向南,南向北,1
62544,0.4662,,0,1174,16008,999999,999999,1.8648,1.8648,,,100,10,西向东,东向西,1
62546,0.202,,0,1174,16018,999999,999999,0.8079,0.8079,,,100,10,西向东,东向西,1
62547,0.0657,,0,1175,14759,999999,999999,0.2628,0.2628,,,100,10,南向北,北向南,1
62549,0.0539,,0,1175,16054,999999,999999,0.2155,0.2155,,,100,10,北向南,南向北,1
62548,0.0656,,0,1175,16063,999999,999999,0.2623,0.2623,,,100,10,东向西,西向东,1
62551,0.0639,,0,1176,22975,999999,999999,0.2554,0.2554,,,100,10,南向北,北向南,1
62550,0.0712,,0,1176,22976,999999,999999,0.2848,0.2848,,,100,10,南向北,北向南,1
62552,0.3022,,0,1176,22981,999999,999999,1.2088,1.2088,,,100,10,北向南,南向北,1
62562,0.1496,,0,1177,15983,999999,999999,0.5982,0.5982,,,100,10,西向东,东向西,1
62564,0.2547,,0,1177,15984,999999,999999,1.019,1.019,,,100,10,北向南,南向北,1
62563,0.1931,,0,1177,15985,999999,999999,0.7723,0.7723,,,100,10,东向西,西向东,1
62565,0.2329,,0,1178,10787,999999,999999,0.9315,0.9315,,,100,10,西向东,东向西,1
62567,0.0654,,0,1178,10788,999999,999999,0.2616,0.2616,,,100,10,西向东,东向西,1
62566,0.0913,,0,1178,16064,999999,999999,0.3653,0.3653,,,100,10,北向南,南向北,1
62570,0.245,,0,1179,10789,999999,999999,0.9801,0.9801,,,100,10,北向南,南向北,1
62568,0.3416,,0,1179,15986,999999,999999,1.3664,1.3664,,,100,10,南向北,北向南,1
62569,0.3843,,0,1179,15987,999999,999999,1.5374,1.5374,,,100,10,东向西,西向东,1
62572,0.0525,,0,1180,22343,999999,999999,0.2102,0.2102,,,100,10,南向北,北向南,1
62571,0.0346,,0,1180,22344,999999,999999,0.1384,0.1384,,,100,10,西向东,东向西,1
62573,0.0353,,0,1180,22366,999999,999999,0.1411,0.1411,,,100,10,西向东,东向西,1
62575,0.1517,,0,1181,22293,999999,999999,0.6066,0.6066,,,100,10,东向西,西向东,1
62576,0.2203,,0,1181,22294,999999,999999,0.8812,0.8812,,,100,10,北向南,南向北,1
62574,0.1923,,0,1181,22357,999999,999999,0.7691,0.7691,,,100,10,南向北,北向南,1
62577,0.1738,,0,1182,22029,999999,999999,0.6954,0.6954,,,100,10,南向北,北向南,1
62579,0.225,,0,1182,22363,999999,999999,0.9001,0.9001,,,100,10,北向南,南向北,1
62578,0.1295,,0,1182,22368,999999,999999,0.5182,0.5182,,,100,10,东向西,西向东,1
62582,0.1627,,0,1183,22413,999999,999999,0.6506,0.6506,,,100,10,西向东,东向西,1
62580,0.1695,,0,1183,22417,999999,999999,0.6781,0.6781,,,100,10,南向北,北向南,1
62581,0.1773,,0,1183,22418,999999,999999,0.709,0.709,,,100,10,南向北,北向南,1
62584,0.0937,,0,1184,22003,999999,999999,0.3748,0.3748,,,100,10,东向西,西向东,1
62583,0.0727,,0,1184,22013,999999,999999,0.2906,0.2906,,,100,10,南向北,北向南,1
62585,0.1129,,0,1184,22424,999999,999999,0.4516,0.4516,,,100,10,北向南,南向北,1
62597,0.0611,,0,1185,22295,999999,999999,0.2444,0.2444,,,100,10,西向东,东向西,1
62595,0.0886,,0,1185,22301,999999,999999,0.3545,0.3545,,,100,10,南向北,北向南,1
62596,0.129,,0,1185,22312,999999,999999,0.5161,0.5161,,,100,10,东向西,西向东,1
62599,0.2009,,0,1186,22375,999999,999999,0.8035,0.8035,,,100,10,东向西,西向东,1
62600,0.2001,,0,1186,22391,999999,999999,0.8004,0.8004,,,100,10,西向东,东向西,1
62598,0.1577,,0,1186,22393,999999,999999,0.6307,0.6307,,,100,10,南向北,北向南,1
62602,0.1574,,0,1187,22380,999999,999999,0.6296,0.6296,,,100,10,东向西,西向东,1
62601,0.038,,0,1187,22388,999999,999999,0.1518,0.1518,,,100,10,南向北,北向南,1
62603,0.0217,,0,1187,22389,999999,999999,0.0869,0.0869,,,100,10,西向东,东向西,1
62752,0.1963,,0,1188,15770,999999,999999,0.7853,0.7853,,,100,10,南向北,北向南,1
62754,0.1882,,0,1188,15813,999999,999999,0.753,0.753,,,100,10,北向南,南向北,1
62776,0.2628,,0,1189,15912,999999,999999,1.0512,1.0512,,,100,10,南向北,北向南,0
62777,0.1585,,0,1189,15913,999999,999999,0.6339,0.6339,,,100,10,东向西,西向东,0
62778,0.2481,,0,1189,15914,999999,999999,0.9925,0.9925,,,100,10,北向南,南向北,0
61245,0.2221,,0,1190,23455,999999,999999,0.8883,0.8883,,,100,10,南向北,北向南,1
61247,0.0958,,0,1190,23456,999999,999999,0.3831,0.3831,,,100,10,北向南,南向北,1
61246,0.044,,0,1190,23463,999999,999999,0.1759,0.1759,,,100,10,东向西,西向东,1
61248,0.0319,,0,1191,23381,999999,999999,0.1277,0.1277,,,100,10,南向北,北向南,1
61249,0.0748,,0,1191,23382,999999,999999,0.2993,0.2993,,,100,10,东向西,西向东,1
61250,0.024,,0,1191,23383,999999,999999,0.0959,0.0959,,,100,10,西向东,东向西,1
61255,0.0727,,0,1192,23724,999999,999999,0.2909,0.2909,,,100,10,东向西,西向东,1
61254,0.166,,0,1192,23729,999999,999999,0.6638,0.6638,,,100,10,南向北,北向南,1
